"fips","2020-11-16","2020-11-17","2020-11-18","2020-11-19","2020-11-20","2020-11-21","2020-11-22","2020-11-23","2020-11-24","2020-11-25","2020-11-26","2020-11-27","2020-11-28","2020-11-29","name"
21229,8.69939422607422,8.64927673339844,8.59913635253906,8.55039978027344,8.50333404541016,8.45797729492188,8.41423797607422,8.3720703125,8.33139801025391,8.29218292236328,8.25433349609375,8.21783447265625,8.18260192871094,8.14858245849609,"Washington , Kentucky"
22017,111.555267333984,109.841674804688,104.317497253418,96.4954071044922,87.3235244750977,77.7384567260742,68.7641143798828,61.1159706115723,54.9155426025391,49.9086799621582,45.7929878234863,42.3440589904785,39.4111289978027,36.8896713256836,"Caddo , Louisiana"
22025,7.61563110351562,7.56390380859375,7.53731536865234,7.51957702636719,7.50547790527344,7.4930419921875,7.48151397705078,7.47055816650391,7.46005249023438,7.44989013671875,7.44007873535156,7.43058013916016,7.42137908935547,7.41246032714844,"Catahoula , Louisiana"
22031,7.26856994628906,7.24855041503906,7.23770904541016,7.23127746582031,7.22676849365234,7.22320556640625,7.22010803222656,7.21725463867188,7.21457672119141,7.21201324462891,7.20951843261719,7.20713806152344,7.20481872558594,7.20259094238281,"De Soto , Louisiana"
22033,188.973480224609,184.271957397461,178.098419189453,171.562438964844,164.896240234375,158.203521728516,151.524627685547,144.843322753906,138.090850830078,131.149627685547,123.856903076172,116.014518737793,107.424041748047,97.9838714599609,"East Baton Rouge , Louisiana"
22045,33.3341026306152,31.9343948364258,30.3960762023926,28.9945945739746,27.7404747009277,26.6159057617188,25.6030120849609,24.6865081787109,23.8534126281738,23.0927085876465,22.3949432373047,21.7519187927246,21.1564712524414,20.6023139953613,"Iberia , Louisiana"
22053,14.7623252868652,14.2811050415039,13.8247985839844,13.4035949707031,13.0264434814453,12.694091796875,12.4005279541016,12.1378860473633,11.8995971679688,11.6809387207031,11.4786071777344,11.2902374267578,11.1140670776367,10.9486846923828,"Jefferson Davis , Louisiana"
22091,5.43069458007812,5.49950408935547,5.53873443603516,5.57898712158203,5.61836242675781,5.65696716308594,5.69475555419922,5.73175811767578,5.76798248291016,5.80340576171875,5.83805847167969,5.87194061279297,5.90507507324219,5.93744659423828,"St. Helena , Louisiana"
22119,19.9247245788574,19.4625587463379,19.0093727111816,18.5743026733398,18.1549606323242,17.7474479675293,17.3475189208984,16.9507675170898,16.5525665283203,16.1481819152832,15.7331771850586,15.3044166564941,14.8618049621582,14.4107894897461,"Webster , Louisiana"
23001,27.7450065612793,26.6856079101562,25.6726036071777,24.7502746582031,23.9115715026855,23.145938873291,22.4438819885254,21.7971153259277,21.1984252929688,20.6414413452148,20.1205215454102,19.6304969787598,19.1666717529297,18.724609375,"Androscoggin , Maine"
23009,8.84653472900391,8.77442932128906,8.71625518798828,8.66232299804688,8.61093902587891,8.56158447265625,8.51405334472656,8.46829223632812,8.42416381835938,8.38164520263672,8.34064483642578,8.30109405517578,8.26293182373047,8.22611999511719,"Hancock , Maine"
23015,3.60722351074219,3.68595123291016,3.75809478759766,3.82973480224609,3.90049743652344,3.97037506103516,4.03932189941406,4.10735321044922,4.17442321777344,4.24051666259766,4.30561828613281,4.36972045898438,4.43280792236328,4.49485778808594,"Lincoln , Maine"
23029,5.6275634765625,5.66629791259766,5.70410919189453,5.74109649658203,5.77723693847656,5.81256866455078,5.84709930419922,5.88082885742188,5.91380310058594,5.94601440429688,5.97747802734375,6.00818634033203,6.03817749023438,6.06747436523438,"Washington , Maine"
