0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
1017,11.984336853027344,11.669578552246094,11.452583312988281,11.263481140136719,11.088623046875,10.924713134765625,10.7703857421875,10.624687194824219,10.486846923828125,10.356216430664062,10.232223510742188,10.114356994628906,10.002182006835938,9.895301818847656
1027,4.847442626953125,4.900901794433594,4.954620361328125,5.0072174072265625,5.0587921142578125,5.1093292236328125,5.158866882324219,5.207374572753906,5.254905700683594,5.301445007324219,5.347015380859375,5.3916473388671875,5.435325622558594,5.47808837890625
1041,4.257942199707031,4.314857482910156,4.379295349121094,4.44219970703125,4.504096984863281,4.564964294433594,4.624786376953125,4.683555603027344,4.74127197265625,4.797920227050781,4.853538513183594,4.9080810546875,4.9615936279296875,5.014045715332031
1055,66.40525817871094,61.67839813232422,56.26536560058594,51.286903381347656,47.00875473022461,43.38533020019531,40.303524017333984,37.65992736816406,35.37296676635742,33.37944030761719,31.629878997802734,30.084911346435547,28.712860107421875,27.487892150878906
1077,58.19266891479492,53.927734375,49.49015808105469,45.53900146484375,42.14883804321289,39.2475700378418,36.74892807006836,34.58061599731445,32.6854133605957,31.01809310913086,29.542484283447266,28.229324340820312,27.054668426513672,25.99875259399414
1105,2.9978179931640625,3.064910888671875,3.1437149047851562,3.2212448120117188,3.2982101440429688,3.374542236328125,3.4501800537109375,3.525115966796875,3.5993194580078125,3.6727371215820312,3.7453460693359375,3.8171157836914062,3.888031005859375,3.9580535888671875
2050,24.976985931396484,23.870433807373047,23.084259033203125,22.38482666015625,21.742328643798828,21.147552490234375,20.593982696533203,20.075992584228516,19.588481903076172,19.126754760742188,18.686416625976562,18.26321792602539,17.85300064086914,17.45151138305664
2068,1.0992965698242188,1.1658782958984375,1.2447509765625,1.3235015869140625,1.40277099609375,1.4824600219726562,1.56256103515625,1.6429595947265625,1.7236862182617188,1.8046417236328125,1.8858108520507812,1.9671173095703125,2.0485382080078125,2.1300201416015625
2230,0.5921707153320312,0.6554183959960938,0.7297134399414062,0.8042373657226562,0.8795318603515625,0.95550537109375,1.03216552734375,1.1094512939453125,1.18731689453125,1.2657318115234375,1.3446426391601562,1.4240264892578125,1.5038299560546875,1.5840072631835938
4017,48.73603820800781,45.57562255859375,42.31468963623047,39.41395950317383,36.89665985107422,34.7098388671875,32.798797607421875,31.118160247802734,29.63129425048828,28.30856704711914,27.125717163085938,26.06277084350586,25.10303497314453,24.232505798339844
5001,9.301643371582031,9.171150207519531,9.092132568359375,9.022666931152344,8.957321166992188,8.894813537597656,8.834800720214844,8.777084350585938,8.721565246582031,8.668136596679688,8.616706848144531,8.567184448242188,8.519477844238281,8.4735107421875
5027,8.859161376953125,8.820838928222656,8.767341613769531,8.713127136230469,8.660255432128906,8.609169006347656,8.559928894042969,8.512489318847656,8.466773986816406,8.422721862792969,8.380256652832031,8.339279174804688,8.299774169921875,8.26165771484375
5077,2.5060882568359375,2.6002655029296875,2.6801071166992188,2.7604217529296875,2.8403396606445312,2.9198455810546875,2.9989166259765625,3.0774917602539062,3.1555557250976562,3.2330169677734375,3.3098907470703125,3.3861160278320312,3.4616546630859375,3.5364837646484375
5081,6.1991424560546875,6.232246398925781,6.2549591064453125,6.278205871582031,6.3011627197265625,6.323722839355469,6.345832824707031,6.3674468994140625,6.388572692871094,6.409187316894531,6.429283142089844,6.4488677978515625,6.467964172363281,6.486549377441406
5111,17.281478881835938,16.88692855834961,16.488643646240234,16.08304214477539,15.66607666015625,15.235027313232422,14.790550231933594,14.339183807373047,13.89453125,13.47412109375,13.092033386230469,12.752967834472656,12.453147888183594,12.185371398925781
5137,2.0755081176757812,2.1519317626953125,2.2336883544921875,2.315093994140625,2.3964309692382812,2.4775924682617188,2.5585708618164062,2.6392974853515625,2.7197494506835938,2.7998428344726562,2.8795700073242188,2.9588623046875,3.0377044677734375,3.1160125732421875
